Created At,Ticket ID,Team,Priority,Resolution Hours,Reopened
2025-05-22,TKT-51012,Platform,Medium,20.0,0
2025-05-22,TKT-51013,Data,Medium,2.2,0
2025-05-22,TKT-51014,Onboarding,High,27.1,0
2025-05-22,TKT-51015,Platform,Low,6.7,0
2025-05-23,TKT-51016,Billing,Low,15.9,0
2025-05-23,TKT-51017,Billing,Low,23.5,0
2025-05-23,TKT-51018,Billing,High,8.1,0
2025-05-23,TKT-51019,Billing,Low,7.3,1
2025-05-23,TKT-51020,Platform,Low,8.1,0
2025-05-23,TKT-51021,Onboarding,Urgent,4.3,0
2025-05-24,TKT-51022,Data,Medium,15.1,0
2025-05-24,TKT-51023,Platform,Low,17.3,1
2025-05-24,TKT-51024,Data,Medium,10.2,0
2025-05-24,TKT-51025,Onboarding,Low,20.9,0
2025-05-24,TKT-51026,Onboarding,High,18.6,0
2025-05-24,TKT-51027,Platform,Medium,18.2,0
2025-05-25,TKT-51028,Platform,High,29.7,0
2025-05-25,TKT-51029,Onboarding,Low,26.9,0
2025-05-25,TKT-51030,Data,Low,7.9,0
2025-05-26,TKT-51031,Platform,Medium,26.0,0
2025-05-26,TKT-51032,Data,Urgent,1.6,0
2025-05-26,TKT-51033,Platform,High,6.7,0
2025-05-26,TKT-51034,Platform,Medium,10.8,0
2025-05-26,TKT-51035,Billing,Medium,20.8,0
2025-05-26,TKT-51036,Platform,Low,4.2,0
2025-05-26,TKT-51037,Billing,Urgent,19.2,0
2025-05-26,TKT-51038,Billing,Medium,5.5,0
2025-05-26,TKT-51039,Onboarding,Low,19.3,0
2025-05-26,TKT-51040,Billing,Medium,1.6,1
2025-05-26,TKT-51041,Platform,High,5.3,0
2025-05-26,TKT-51042,Platform,Medium,22.9,1
2025-05-26,TKT-51043,Billing,Medium,14.0,0
2025-05-27,TKT-51044,Platform,Low,6.8,0
2025-05-27,TKT-51045,Onboarding,Low,28.4,1
2025-05-27,TKT-51046,Platform,Low,24.3,0
2025-05-27,TKT-51047,Billing,Medium,9.2,0
2025-05-27,TKT-51048,Billing,Medium,17.0,0
2025-05-27,TKT-51049,Billing,Low,6.1,1
2025-05-27,TKT-51050,Data,Medium,16.8,0
2025-05-27,TKT-51051,Billing,Low,21.2,0
2025-05-27,TKT-51052,Platform,Low,10.8,0
2025-05-27,TKT-51053,Billing,Urgent,7.9,0
2025-05-28,TKT-51054,Platform,High,17.5,1
2025-05-28,TKT-51055,Billing,Urgent,10.0,0
2025-05-28,TKT-51056,Data,Medium,11.0,0
2025-05-28,TKT-51057,Onboarding,Medium,25.4,1
2025-05-28,TKT-51058,Platform,Medium,6.8,0
2025-05-28,TKT-51059,Data,High,10.0,0
2025-05-28,TKT-51060,Data,Medium,15.2,0
2025-05-28,TKT-51061,Onboarding,Low,15.6,0
2025-05-28,TKT-51062,Onboarding,Medium,1.9,0
2025-05-28,TKT-51063,Billing,Urgent,6.3,0
2025-05-29,TKT-51064,Billing,Low,16.1,0
2025-05-29,TKT-51065,Onboarding,Low,3.5,0
2025-05-29,TKT-51066,Data,Urgent,4.3,1
2025-05-29,TKT-51067,Platform,Medium,8.3,0
2025-05-29,TKT-51068,Onboarding,Medium,8.3,0
2025-05-29,TKT-51069,Platform,High,12.2,0
2025-05-29,TKT-51070,Billing,High,14.9,0
2025-05-30,TKT-51071,Data,Medium,14.7,0
2025-05-30,TKT-51072,Billing,Medium,21.2,0
2025-05-30,TKT-51073,Billing,Medium,6.5,1
2025-05-30,TKT-51074,Data,High,14.7,0
2025-05-30,TKT-51075,Billing,Medium,16.4,0
2025-05-30,TKT-51076,Data,Medium,3.5,0
2025-05-30,TKT-51077,Billing,High,4.1,0
2025-05-30,TKT-51078,Onboarding,Low,41.9,0
2025-05-30,TKT-51079,Data,Low,13.5,1
2025-05-30,TKT-51080,Platform,Medium,12.1,1
2025-05-30,TKT-51081,Billing,Low,44.1,0
2025-05-30,TKT-51082,Platform,Medium,14.6,0
2025-05-30,TKT-51083,Platform,Low,26.1,0
2025-05-30,TKT-51084,Platform,Medium,9.0,0
2025-05-30,TKT-51085,Billing,Low,13.4,0
2025-05-30,TKT-51086,Platform,Medium,6.6,0
2025-05-31,TKT-51087,Onboarding,High,15.6,0
2025-05-31,TKT-51088,Platform,Low,31.4,0
2025-05-31,TKT-51089,Platform,Low,12.0,1
2025-06-01,TKT-51090,Onboarding,High,18.8,1
2025-06-01,TKT-51091,Billing,Medium,7.8,0
2025-06-01,TKT-51092,Onboarding,Low,6.5,0
2025-06-01,TKT-51093,Platform,Medium,7.8,0
2025-06-01,TKT-51094,Onboarding,Medium,23.4,0
2025-06-01,TKT-51095,Platform,Medium,5.5,1
2025-06-01,TKT-51096,Data,Low,19.7,0
2025-06-02,TKT-51097,Platform,Medium,4.8,0
2025-06-02,TKT-51098,Data,Low,29.6,1
2025-06-02,TKT-51099,Billing,High,6.2,0
2025-06-02,TKT-51100,Data,Urgent,13.4,0
2025-06-02,TKT-51101,Platform,Low,7.5,0
2025-06-02,TKT-51102,Billing,Medium,8.1,1
2025-06-02,TKT-51103,Billing,Medium,11.2,1
2025-06-03,TKT-51104,Platform,High,39.9,0
2025-06-03,TKT-51105,Platform,Low,7.4,0
2025-06-03,TKT-51106,Data,Medium,22.5,0
2025-06-03,TKT-51107,Onboarding,High,6.4,0
2025-06-03,TKT-51108,Onboarding,High,5.9,0
2025-06-03,TKT-51109,Onboarding,Medium,28.3,0
2025-06-03,TKT-51110,Platform,Low,10.6,0
2025-06-03,TKT-51111,Billing,Low,19.9,0
2025-06-03,TKT-51112,Data,Medium,7.8,0
2025-06-04,TKT-51113,Onboarding,Low,37.5,0
2025-06-04,TKT-51114,Platform,Low,13.6,1
2025-06-04,TKT-51115,Platform,Medium,25.3,0
2025-06-04,TKT-51116,Platform,High,5.9,0
2025-06-04,TKT-51117,Platform,Low,7.2,0
2025-06-04,TKT-51118,Onboarding,Urgent,11.5,0
2025-06-04,TKT-51119,Onboarding,Medium,3.2,0
2025-06-04,TKT-51120,Platform,Low,4.3,0
2025-06-05,TKT-51121,Billing,Medium,11.0,0
2025-06-05,TKT-51122,Onboarding,High,8.2,0
2025-06-05,TKT-51123,Platform,Medium,26.9,0
2025-06-05,TKT-51124,Platform,Medium,6.2,0
2025-06-05,TKT-51125,Platform,Medium,2.1,0
2025-06-05,TKT-51126,Platform,Low,39.7,0
2025-06-05,TKT-51127,Billing,High,22.3,0
2025-06-05,TKT-51128,Billing,Low,23.0,0
2025-06-05,TKT-51129,Billing,Low,26.1,0
2025-06-05,TKT-51130,Onboarding,Medium,3.9,0
2025-06-05,TKT-51131,Billing,High,4.7,0
2025-06-06,TKT-51132,Billing,Low,4.8,0
2025-06-06,TKT-51133,Onboarding,Medium,12.5,1
2025-06-07,TKT-51134,Platform,Urgent,7.6,0
2025-06-07,TKT-51135,Platform,Medium,6.5,0
2025-06-07,TKT-51136,Platform,High,8.8,0
2025-06-07,TKT-51137,Data,Low,6.1,0
2025-06-07,TKT-51138,Platform,Medium,17.7,1
2025-06-07,TKT-51139,Platform,Medium,28.2,0
2025-06-07,TKT-51140,Onboarding,High,33.9,0
2025-06-07,TKT-51141,Platform,Low,15.4,0
2025-06-07,TKT-51142,Platform,Low,7.2,0
2025-06-08,TKT-51143,Onboarding,Medium,14.3,0
2025-06-08,TKT-51144,Platform,Medium,8.5,0
2025-06-08,TKT-51145,Onboarding,Low,33.3,0
2025-06-08,TKT-51146,Onboarding,Low,2.4,0
2025-06-08,TKT-51147,Onboarding,Low,8.4,0
2025-06-08,TKT-51148,Data,High,11.5,0
2025-06-08,TKT-51149,Platform,Low,13.5,0
2025-06-08,TKT-51150,Onboarding,High,41.8,0
2025-06-08,TKT-51151,Platform,Medium,7.9,0
2025-06-08,TKT-51152,Onboarding,High,4.4,0
2025-06-08,TKT-51153,Platform,Medium,20.1,0
2025-06-09,TKT-51154,Platform,Low,20.7,0
2025-06-09,TKT-51155,Data,Medium,17.6,0
2025-06-09,TKT-51156,Billing,Medium,11.1,0
2025-06-09,TKT-51157,Onboarding,Urgent,7.2,0
2025-06-09,TKT-51158,Data,Low,8.2,0
2025-06-09,TKT-51159,Onboarding,Medium,14.7,0
2025-06-09,TKT-51160,Onboarding,Low,8.6,0
2025-06-09,TKT-51161,Onboarding,Medium,8.2,0
2025-06-09,TKT-51162,Data,Medium,2.1,0
2025-06-09,TKT-51163,Platform,Medium,5.7,0
2025-06-09,TKT-51164,Data,Urgent,25.0,0
2025-06-09,TKT-51165,Data,Medium,16.7,0
2025-06-10,TKT-51166,Billing,Medium,34.2,0
2025-06-10,TKT-51167,Platform,Low,1.6,0
2025-06-10,TKT-51168,Platform,Low,9.9,0
2025-06-10,TKT-51169,Onboarding,Medium,2.4,0
2025-06-10,TKT-51170,Platform,High,8.5,0
2025-06-10,TKT-51171,Platform,Low,4.0,0
2025-06-10,TKT-51172,Data,High,3.1,0
2025-06-10,TKT-51173,Billing,Medium,11.4,0
2025-06-10,TKT-51174,Onboarding,Low,38.6,0
2025-06-11,TKT-51175,Data,Low,14.8,0
2025-06-11,TKT-51176,Onboarding,Low,5.3,0
2025-06-11,TKT-51177,Platform,High,3.6,0
2025-06-11,TKT-51178,Platform,Low,8.3,0
2025-06-11,TKT-51179,Platform,Medium,14.3,0
2025-06-12,TKT-51180,Platform,Low,15.6,0
2025-06-12,TKT-51181,Data,Medium,3.3,0
2025-06-12,TKT-51182,Billing,High,0.4,0
2025-06-12,TKT-51183,Platform,Urgent,9.0,0
2025-06-12,TKT-51184,Billing,Low,18.0,0
2025-06-12,TKT-51185,Billing,Low,13.7,0
2025-06-12,TKT-51186,Platform,Medium,14.1,0
2025-06-12,TKT-51187,Onboarding,Medium,3.4,0
2025-06-13,TKT-51188,Platform,Medium,6.8,0
2025-06-13,TKT-51189,Onboarding,Medium,6.2,1
2025-06-13,TKT-51190,Onboarding,High,15.0,0
2025-06-13,TKT-51191,Data,High,5.2,0
2025-06-13,TKT-51192,Onboarding,Medium,18.5,1
2025-06-14,TKT-51193,Billing,Low,18.6,0
2025-06-14,TKT-51194,Platform,High,13.3,0
2025-06-14,TKT-51195,Onboarding,Medium,18.9,0
2025-06-14,TKT-51196,Platform,High,27.2,0
2025-06-15,TKT-51197,Onboarding,Medium,22.5,0
2025-06-15,TKT-51198,Platform,Medium,11.7,0
2025-06-15,TKT-51199,Platform,Low,22.5,0
2025-06-16,TKT-51200,Platform,Medium,26.1,1
2025-06-16,TKT-51201,Onboarding,Low,19.2,0
2025-06-16,TKT-51202,Billing,Medium,34.8,0
2025-06-16,TKT-51203,Onboarding,Medium,12.4,0
2025-06-16,TKT-51204,Billing,Medium,24.6,0
2025-06-16,TKT-51205,Data,High,30.1,0
2025-06-16,TKT-51206,Billing,Low,9.4,0
2025-06-16,TKT-51207,Onboarding,Medium,24.2,0
2025-06-17,TKT-51208,Data,High,16.3,0
2025-06-17,TKT-51209,Platform,Medium,13.0,0
2025-06-17,TKT-51210,Billing,Medium,8.0,0
2025-06-17,TKT-51211,Onboarding,Low,52.0,0
2025-06-17,TKT-51212,Onboarding,Low,6.2,0
2025-06-17,TKT-51213,Onboarding,Low,25.9,0
2025-06-17,TKT-51214,Billing,Low,2.9,0
2025-06-18,TKT-51215,Billing,Medium,9.2,0
2025-06-18,TKT-51216,Data,Medium,5.9,0
2025-06-18,TKT-51217,Billing,Medium,18.8,0
2025-06-18,TKT-51218,Data,Low,7.7,0
2025-06-18,TKT-51219,Data,Medium,11.2,0
2025-06-18,TKT-51220,Onboarding,High,32.0,0
2025-06-18,TKT-51221,Platform,High,12.7,0
2025-06-18,TKT-51222,Onboarding,Low,4.8,1
2025-06-18,TKT-51223,Platform,Low,11.7,0
2025-06-19,TKT-51224,Platform,Low,9.0,0
2025-06-19,TKT-51225,Onboarding,Medium,4.2,0
2025-06-19,TKT-51226,Billing,Medium,12.6,0
2025-06-19,TKT-51227,Platform,Low,4.6,0
2025-06-19,TKT-51228,Billing,Low,5.8,0
2025-06-19,TKT-51229,Billing,Low,16.1,1
2025-06-19,TKT-51230,Data,Low,35.9,0
2025-06-19,TKT-51231,Data,Low,26.5,0
2025-06-20,TKT-51232,Onboarding,Low,8.6,1
2025-06-20,TKT-51233,Platform,Urgent,43.7,0
2025-06-20,TKT-51234,Data,Medium,8.0,0
2025-06-20,TKT-51235,Data,High,15.8,0
2025-06-20,TKT-51236,Platform,Medium,14.1,0
2025-06-20,TKT-51237,Billing,Low,6.5,0
2025-06-20,TKT-51238,Data,High,23.6,0
2025-06-20,TKT-51239,Billing,Low,8.2,0
2025-06-20,TKT-51240,Billing,Low,5.6,0
2025-06-21,TKT-51241,Platform,Medium,7.3,0
2025-06-21,TKT-51242,Onboarding,Medium,7.9,1
2025-06-21,TKT-51243,Onboarding,Medium,49.1,0
2025-06-21,TKT-51244,Onboarding,High,9.9,0
2025-06-21,TKT-51245,Billing,Low,20.1,0
2025-06-22,TKT-51246,Onboarding,Medium,18.9,0
2025-06-22,TKT-51247,Data,High,15.2,0
2025-06-22,TKT-51248,Onboarding,Medium,6.7,0
2025-06-22,TKT-51249,Billing,Low,8.1,0
2025-06-22,TKT-51250,Billing,Medium,3.5,0
2025-06-22,TKT-51251,Onboarding,Medium,11.9,0
2025-06-22,TKT-51252,Platform,Urgent,17.6,0
2025-06-22,TKT-51253,Platform,High,13.0,0
2025-06-22,TKT-51254,Data,Medium,20.7,0
2025-06-22,TKT-51255,Data,Low,20.7,0
2025-06-22,TKT-51256,Data,Low,13.5,0
2025-06-22,TKT-51257,Platform,Low,39.1,0
2025-06-22,TKT-51258,Onboarding,High,0.5,0
2025-06-22,TKT-51259,Platform,Low,36.9,0
2025-06-23,TKT-51260,Data,Low,9.8,0
2025-06-23,TKT-51261,Onboarding,High,16.5,0
2025-06-23,TKT-51262,Billing,Low,15.0,1
2025-06-23,TKT-51263,Onboarding,Medium,1.2,0
2025-06-23,TKT-51264,Platform,Low,8.0,0
2025-06-23,TKT-51265,Platform,Medium,11.2,0
2025-06-23,TKT-51266,Platform,Low,25.6,1
2025-06-23,TKT-51267,Onboarding,Low,3.3,0
2025-06-24,TKT-51268,Data,High,4.2,0
2025-06-24,TKT-51269,Billing,Low,25.5,0
2025-06-24,TKT-51270,Onboarding,High,1.3,0
2025-06-24,TKT-51271,Platform,High,9.9,0
2025-06-24,TKT-51272,Data,Low,6.5,0
2025-06-24,TKT-51273,Data,Medium,11.9,1
2025-06-24,TKT-51274,Platform,Low,22.7,1
2025-06-24,TKT-51275,Billing,Low,17.7,1
2025-06-24,TKT-51276,Platform,Low,7.3,0
2025-06-25,TKT-51277,Data,Medium,2.3,0
2025-06-25,TKT-51278,Onboarding,Medium,10.7,0
2025-06-25,TKT-51279,Onboarding,High,9.3,0
2025-06-25,TKT-51280,Platform,High,4.5,0
2025-06-25,TKT-51281,Billing,High,15.1,0
2025-06-25,TKT-51282,Platform,Low,19.9,0
2025-06-25,TKT-51283,Platform,Medium,21.3,0
2025-06-26,TKT-51284,Platform,Low,29.1,0
2025-06-26,TKT-51285,Onboarding,Low,17.9,0
2025-06-26,TKT-51286,Platform,Medium,4.1,1
2025-06-26,TKT-51287,Onboarding,Medium,35.6,0
2025-06-26,TKT-51288,Platform,Low,4.5,0
2025-06-26,TKT-51289,Platform,Low,39.8,0
2025-06-26,TKT-51290,Platform,Low,1.7,0
2025-06-26,TKT-51291,Platform,Low,32.7,1
2025-06-27,TKT-51292,Billing,Medium,18.9,0
2025-06-27,TKT-51293,Billing,High,14.4,0
2025-06-27,TKT-51294,Onboarding,Low,10.3,0
2025-06-27,TKT-51295,Data,High,17.3,0
2025-06-27,TKT-51296,Billing,Low,11.6,0
2025-06-27,TKT-51297,Billing,High,23.4,0
2025-06-27,TKT-51298,Onboarding,High,8.6,0
2025-06-27,TKT-51299,Data,High,4.8,1
2025-06-27,TKT-51300,Onboarding,Urgent,7.0,1
2025-06-28,TKT-51301,Data,Low,15.8,0
2025-06-28,TKT-51302,Billing,Low,15.3,0
2025-06-28,TKT-51303,Platform,Medium,13.7,1
2025-06-28,TKT-51304,Data,Low,7.3,0
2025-06-28,TKT-51305,Platform,Low,32.2,0
2025-06-28,TKT-51306,Platform,Low,9.7,0
2025-06-28,TKT-51307,Platform,Medium,13.7,0
2025-06-28,TKT-51308,Billing,Low,3.1,0
2025-06-29,TKT-51309,Platform,High,30.6,0
2025-06-29,TKT-51310,Onboarding,Low,12.9,0
2025-06-29,TKT-51311,Platform,Low,0.7,0
2025-06-29,TKT-51312,Data,Low,34.4,0
2025-06-29,TKT-51313,Billing,Medium,11.5,0
2025-06-29,TKT-51314,Onboarding,Low,12.4,0
2025-06-29,TKT-51315,Data,Low,20.4,0
2025-06-29,TKT-51316,Onboarding,Low,17.5,0
2025-06-30,TKT-51317,Onboarding,Medium,10.3,0
2025-06-30,TKT-51318,Data,Medium,3.3,0
2025-06-30,TKT-51319,Onboarding,Low,4.3,0
2025-06-30,TKT-51320,Platform,Urgent,7.7,0
2025-07-01,TKT-51321,Data,High,14.4,0
2025-07-01,TKT-51322,Platform,Low,19.6,0
2025-07-01,TKT-51323,Data,Low,15.4,0
2025-07-01,TKT-51324,Data,Low,5.3,0
2025-07-01,TKT-51325,Platform,Low,14.9,1
2025-07-02,TKT-51326,Data,Low,6.3,0
2025-07-02,TKT-51327,Onboarding,High,3.3,0
2025-07-02,TKT-51328,Billing,Low,12.6,0
2025-07-02,TKT-51329,Billing,Medium,20.6,1
2025-07-02,TKT-51330,Billing,Medium,3.0,0
2025-07-02,TKT-51331,Data,High,6.7,0
2025-07-02,TKT-51332,Billing,High,6.3,0
2025-07-02,TKT-51333,Onboarding,Medium,34.6,1
2025-07-02,TKT-51334,Platform,Low,6.6,1
2025-07-03,TKT-51335,Platform,High,4.7,0
2025-07-03,TKT-51336,Onboarding,Medium,36.1,0
2025-07-03,TKT-51337,Platform,Medium,11.9,0
2025-07-03,TKT-51338,Platform,High,14.7,0
2025-07-03,TKT-51339,Platform,Low,15.7,0
2025-07-03,TKT-51340,Platform,High,1.5,0
2025-07-03,TKT-51341,Data,Medium,11.6,0
2025-07-03,TKT-51342,Billing,Low,1.7,0
2025-07-04,TKT-51343,Billing,Low,7.4,0
2025-07-04,TKT-51344,Data,Medium,5.5,0
2025-07-04,TKT-51345,Platform,Medium,16.1,0
2025-07-04,TKT-51346,Platform,Low,2.3,0
2025-07-04,TKT-51347,Billing,Medium,9.3,0
2025-07-04,TKT-51348,Platform,Low,15.3,0
2025-07-04,TKT-51349,Platform,Medium,13.4,0
2025-07-04,TKT-51350,Billing,High,20.0,0
2025-07-04,TKT-51351,Platform,Low,16.9,0
2025-07-05,TKT-51352,Onboarding,Medium,6.9,0
2025-07-05,TKT-51353,Platform,Medium,16.3,0
2025-07-05,TKT-51354,Billing,Medium,9.2,1
2025-07-05,TKT-51355,Billing,Urgent,15.1,0
2025-07-05,TKT-51356,Platform,Medium,1.6,0
2025-07-05,TKT-51357,Data,Low,11.7,0
2025-07-05,TKT-51358,Billing,High,3.6,0
2025-07-05,TKT-51359,Platform,Low,9.8,1
2025-07-05,TKT-51360,Onboarding,Medium,6.8,0
2025-07-05,TKT-51361,Platform,High,12.0,0
2025-07-05,TKT-51362,Data,Low,22.0,0
2025-07-05,TKT-51363,Billing,Medium,5.0,0
2025-07-06,TKT-51364,Billing,Medium,7.4,0
2025-07-06,TKT-51365,Platform,Low,3.5,0
2025-07-06,TKT-51366,Onboarding,Medium,23.4,0
2025-07-06,TKT-51367,Onboarding,Low,27.1,0
2025-07-06,TKT-51368,Onboarding,High,30.8,0
2025-07-06,TKT-51369,Onboarding,Low,22.1,0
2025-07-06,TKT-51370,Platform,Medium,6.9,0
2025-07-06,TKT-51371,Billing,High,12.5,0
2025-07-07,TKT-51372,Onboarding,Medium,16.7,0
2025-07-07,TKT-51373,Platform,Medium,4.5,0
2025-07-07,TKT-51374,Platform,Low,9.6,0
2025-07-07,TKT-51375,Onboarding,Medium,7.0,0
2025-07-07,TKT-51376,Data,Medium,5.5,0
2025-07-07,TKT-51377,Platform,Medium,29.4,0
2025-07-07,TKT-51378,Platform,Low,13.4,0
2025-07-07,TKT-51379,Billing,Urgent,14.5,0
2025-07-07,TKT-51380,Billing,Medium,7.3,0
2025-07-08,TKT-51381,Onboarding,High,15.5,0
2025-07-08,TKT-51382,Platform,Low,5.0,0
2025-07-08,TKT-51383,Platform,Medium,10.8,0
2025-07-08,TKT-51384,Billing,High,17.2,0
2025-07-08,TKT-51385,Platform,Medium,12.8,1
2025-07-09,TKT-51386,Platform,Medium,11.5,0
2025-07-09,TKT-51387,Platform,Low,15.9,0
2025-07-09,TKT-51388,Billing,Low,14.0,0
2025-07-09,TKT-51389,Data,Medium,10.5,1
2025-07-09,TKT-51390,Platform,Low,11.9,0
2025-07-09,TKT-51391,Billing,Medium,12.3,0
2025-07-10,TKT-51392,Data,Low,12.4,0
2025-07-10,TKT-51393,Platform,High,8.1,0
2025-07-10,TKT-51394,Onboarding,Low,42.5,1
2025-07-10,TKT-51395,Data,Low,2.4,0
2025-07-10,TKT-51396,Platform,Medium,16.2,0
2025-07-10,TKT-51397,Onboarding,Medium,16.1,0
2025-07-10,TKT-51398,Data,Medium,2.3,0
2025-07-10,TKT-51399,Platform,Low,11.3,0
2025-07-11,TKT-51400,Onboarding,Urgent,18.9,0
2025-07-11,TKT-51401,Onboarding,Low,29.4,0
2025-07-11,TKT-51402,Billing,Low,8.1,0
2025-07-11,TKT-51403,Onboarding,Low,28.7,0
2025-07-11,TKT-51404,Platform,High,6.8,0
2025-07-11,TKT-51405,Onboarding,Low,20.4,0
2025-07-11,TKT-51406,Platform,Medium,3.8,0
2025-07-11,TKT-51407,Data,Low,13.8,0
2025-07-11,TKT-51408,Billing,Medium,3.6,0
2025-07-11,TKT-51409,Onboarding,Low,11.1,0
2025-07-11,TKT-51410,Platform,Medium,9.8,0
2025-07-11,TKT-51411,Onboarding,Medium,22.1,0
2025-07-11,TKT-51412,Platform,Medium,13.6,0
2025-07-12,TKT-51413,Platform,High,17.0,0
2025-07-12,TKT-51414,Billing,Low,9.1,0
2025-07-12,TKT-51415,Data,Low,13.6,0
2025-07-12,TKT-51416,Billing,Low,16.5,0
2025-07-12,TKT-51417,Platform,High,2.6,1
2025-07-12,TKT-51418,Onboarding,Medium,14.1,0
2025-07-12,TKT-51419,Billing,High,0.8,0
2025-07-12,TKT-51420,Platform,Medium,10.3,0
2025-07-13,TKT-51421,Platform,Medium,18.9,0
2025-07-13,TKT-51422,Billing,Low,25.1,0
2025-07-13,TKT-51423,Onboarding,Low,30.5,0
2025-07-13,TKT-51424,Platform,Medium,25.5,0
2025-07-13,TKT-51425,Onboarding,Medium,9.3,0
2025-07-14,TKT-51426,Onboarding,Low,17.3,0
2025-07-14,TKT-51427,Platform,Medium,7.9,0
2025-07-14,TKT-51428,Platform,Medium,29.8,0
2025-07-14,TKT-51429,Billing,High,9.0,0
2025-07-14,TKT-51430,Platform,High,7.9,0
2025-07-14,TKT-51431,Platform,Low,10.5,0
2025-07-14,TKT-51432,Onboarding,Medium,29.9,0
2025-07-14,TKT-51433,Platform,Medium,20.4,1
2025-07-14,TKT-51434,Billing,Medium,3.2,0
2025-07-14,TKT-51435,Billing,Medium,28.9,0
2025-07-15,TKT-51436,Platform,Urgent,13.6,0
2025-07-15,TKT-51437,Billing,Low,11.9,0
2025-07-15,TKT-51438,Billing,Urgent,9.2,0
2025-07-16,TKT-51439,Data,Urgent,3.2,0
2025-07-16,TKT-51440,Platform,Medium,11.9,0
2025-07-16,TKT-51441,Billing,Low,24.8,0
2025-07-16,TKT-51442,Billing,Low,8.1,0
2025-07-16,TKT-51443,Billing,Medium,10.7,0
2025-07-16,TKT-51444,Onboarding,Low,7.7,0
2025-07-16,TKT-51445,Billing,Low,20.2,0
2025-07-16,TKT-51446,Platform,Low,36.7,0
2025-07-16,TKT-51447,Platform,High,14.8,0
2025-07-17,TKT-51448,Data,High,39.5,0
2025-07-17,TKT-51449,Onboarding,Low,14.7,0
2025-07-17,TKT-51450,Platform,Medium,18.0,0
2025-07-17,TKT-51451,Onboarding,Low,15.4,0
2025-07-17,TKT-51452,Billing,Medium,2.1,0
2025-07-17,TKT-51453,Platform,Low,29.1,1
2025-07-17,TKT-51454,Billing,Medium,12.0,0
2025-07-17,TKT-51455,Platform,Medium,8.7,1
2025-07-18,TKT-51456,Onboarding,Low,19.8,1
2025-07-18,TKT-51457,Data,Low,9.4,0
2025-07-18,TKT-51458,Onboarding,Medium,32.4,0
2025-07-18,TKT-51459,Platform,Low,19.4,0
2025-07-18,TKT-51460,Onboarding,Medium,3.9,0
2025-07-18,TKT-51461,Onboarding,High,3.9,0
2025-07-18,TKT-51462,Data,Low,14.4,0
2025-07-18,TKT-51463,Data,Medium,13.0,0
2025-07-19,TKT-51464,Onboarding,Low,10.0,0
2025-07-19,TKT-51465,Billing,High,9.5,0
2025-07-19,TKT-51466,Billing,High,6.7,1
2025-07-19,TKT-51467,Data,High,24.9,0
2025-07-20,TKT-51468,Data,Urgent,3.7,0
2025-07-20,TKT-51469,Data,Medium,2.7,0
2025-07-20,TKT-51470,Data,Medium,19.6,0
2025-07-20,TKT-51471,Platform,High,10.7,0
2025-07-20,TKT-51472,Billing,Medium,15.9,1
2025-07-20,TKT-51473,Billing,High,8.7,0
2025-07-20,TKT-51474,Platform,Low,7.3,1
2025-07-20,TKT-51475,Onboarding,Low,10.8,0
2025-07-21,TKT-51476,Data,Medium,7.1,1
2025-07-21,TKT-51477,Platform,Low,29.0,0
2025-07-21,TKT-51478,Platform,Medium,16.0,0
2025-07-21,TKT-51479,Onboarding,Medium,7.4,0
2025-07-21,TKT-51480,Onboarding,Medium,13.4,0
2025-07-21,TKT-51481,Data,Low,8.0,0
2025-07-22,TKT-51482,Data,Medium,6.4,0
2025-07-22,TKT-51483,Billing,Low,23.3,0
2025-07-22,TKT-51484,Billing,Medium,6.5,0
2025-07-22,TKT-51485,Billing,Low,8.7,0
2025-07-22,TKT-51486,Data,Low,6.7,0
2025-07-23,TKT-51487,Platform,Low,6.2,0
2025-07-23,TKT-51488,Billing,Low,13.4,0
2025-07-23,TKT-51489,Platform,Low,38.4,0
2025-07-23,TKT-51490,Platform,Low,7.3,0
2025-07-23,TKT-51491,Data,High,14.2,1
2025-07-23,TKT-51492,Billing,Low,25.8,1
2025-07-23,TKT-51493,Data,Medium,17.1,0
2025-07-23,TKT-51494,Platform,Medium,10.5,0
2025-07-24,TKT-51495,Platform,Medium,4.0,0
2025-07-24,TKT-51496,Billing,Low,5.8,0
2025-07-24,TKT-51497,Platform,High,2.5,0
2025-07-24,TKT-51498,Platform,Medium,5.4,0
2025-07-24,TKT-51499,Data,Medium,25.2,0
2025-07-24,TKT-51500,Onboarding,Low,8.4,0
2025-07-24,TKT-51501,Billing,High,14.7,0
2025-07-24,TKT-51502,Onboarding,Low,27.1,0
2025-07-25,TKT-51503,Onboarding,Low,5.8,0
2025-07-25,TKT-51504,Platform,High,12.5,0
2025-07-25,TKT-51505,Platform,Low,7.8,0
2025-07-25,TKT-51506,Onboarding,Medium,4.8,0
2025-07-25,TKT-51507,Billing,High,37.9,0
2025-07-25,TKT-51508,Data,High,12.4,0
2025-07-25,TKT-51509,Platform,Medium,12.5,0
2025-07-25,TKT-51510,Platform,Low,32.0,0
2025-07-25,TKT-51511,Onboarding,Low,16.5,0
2025-07-25,TKT-51512,Onboarding,High,9.5,0
2025-07-26,TKT-51513,Platform,Low,17.9,0
2025-07-26,TKT-51514,Billing,Medium,2.5,0
2025-07-26,TKT-51515,Platform,Medium,7.6,0
2025-07-26,TKT-51516,Platform,Low,21.7,0
2025-07-26,TKT-51517,Platform,Medium,18.1,1
