Order Date,Order ID,Category,Channel,Units,Revenue
2024-10-20,SO-701004,Apparel,Marketplace,4,407.72
2024-10-20,SO-701005,Home,Web,3,368.58
2024-10-20,SO-701006,Electronics,Web,5,297.55
2024-10-20,SO-701007,Apparel,Marketplace,5,1131.8
2024-10-20,SO-701008,Outdoor,Marketplace,-4,-316.2
2024-10-20,SO-701009,Electronics,Marketplace,3,162.84
2024-10-20,SO-701010,Home,Web,5,571.15
2024-10-20,SO-701011,Home,Retail,5,611.55
2024-10-20,SO-701012,Outdoor,Web,1,44.2
2024-10-20,SO-701013,Home,Marketplace,4,226.12
2024-10-20,SO-701014,Outdoor,Retail,1,114.0
2024-10-20,SO-701015,Home,Marketplace,4,175.12
2024-10-20,SO-701016,Apparel,Web,5,73.3
2024-10-21,SO-701017,Electronics,Web,3,269.88
2024-10-21,SO-701018,Apparel,Web,5,254.05
2024-10-21,SO-701019,Electronics,Web,4,234.8
2024-10-21,SO-701020,Electronics,Marketplace,5,305.3
2024-10-21,SO-701021,Electronics,Retail,2,250.34
2024-10-21,SO-701022,Apparel,Web,5,236.95
2024-10-21,SO-701023,Outdoor,Web,2,164.98
2024-10-21,SO-701024,Home,Web,-1,-76.07
2024-10-22,SO-701025,Apparel,Web,2,52.02
2024-10-22,SO-701026,Apparel,Marketplace,5,347.65
2024-10-22,SO-701027,Apparel,Retail,4,379.24
2024-10-22,SO-701028,Apparel,Web,2,123.5
2024-10-22,SO-701029,Home,Retail,1,48.84
2024-10-22,SO-701030,Apparel,Web,4,622.44
2024-10-23,SO-701031,Apparel,Marketplace,3,519.57
2024-10-23,SO-701032,Electronics,Web,1,42.59
2024-10-23,SO-701033,Electronics,Marketplace,4,268.04
2024-10-23,SO-701034,Home,Marketplace,1,88.47
2024-10-23,SO-701035,Apparel,Marketplace,5,263.1
2024-10-23,SO-701036,Apparel,Web,2,73.86
2024-10-23,SO-701037,Home,Web,-1,-75.31
2024-10-23,SO-701038,Outdoor,Marketplace,1,59.91
2024-10-24,SO-701039,Apparel,Web,3,204.09
2024-10-24,SO-701040,Electronics,Retail,1,85.36
2024-10-24,SO-701041,Home,Marketplace,4,70.36
2024-10-24,SO-701042,Home,Marketplace,4,141.28
2024-10-24,SO-701043,Home,Marketplace,5,71.65
2024-10-24,SO-701044,Apparel,Web,4,153.28
2024-10-24,SO-701045,Apparel,Marketplace,1,80.23
2024-10-25,SO-701046,Home,Web,4,463.72
2024-10-25,SO-701047,Home,Marketplace,4,192.08
2024-10-25,SO-701048,Apparel,Retail,5,658.2
2024-10-26,SO-701049,Home,Web,5,226.15
2024-10-26,SO-701050,Apparel,Marketplace,2,118.98
2024-10-26,SO-701051,Home,Marketplace,1,36.98
2024-10-26,SO-701052,Apparel,Marketplace,4,149.84
2024-10-26,SO-701053,Outdoor,Marketplace,5,595.05
2024-10-26,SO-701054,Home,Web,4,261.52
2024-10-26,SO-701055,Apparel,Web,2,47.44
2024-10-26,SO-701056,Home,Web,1,66.33
2024-10-26,SO-701057,Electronics,Retail,3,207.0
2024-10-26,SO-701058,Apparel,Marketplace,5,144.9
2024-10-26,SO-701059,Apparel,Web,1,168.42
2024-10-26,SO-701060,Electronics,Web,4,212.28
2024-10-26,SO-701061,Apparel,Retail,2,95.42
2024-10-26,SO-701062,Outdoor,Web,3,628.74
2024-10-26,SO-701063,Outdoor,Marketplace,3,182.07
2024-10-26,SO-701064,Apparel,Web,4,611.84
2024-10-27,SO-701065,Home,Web,4,331.24
2024-10-27,SO-701066,Apparel,Web,4,479.8
2024-10-27,SO-701067,Electronics,Marketplace,3,333.81
2024-10-27,SO-701068,Home,Web,4,310.56
2024-10-27,SO-701069,Home,Marketplace,4,627.0
2024-10-27,SO-701070,Electronics,Web,2,183.82
2024-10-27,SO-701071,Outdoor,Web,5,329.6
2024-10-28,SO-701072,Electronics,Marketplace,2,39.62
2024-10-28,SO-701073,Electronics,Web,1,30.78
2024-10-28,SO-701074,Apparel,Web,1,60.1
2024-10-28,SO-701075,Home,Web,1,114.85
2024-10-28,SO-701076,Apparel,Retail,2,33.62
2024-10-29,SO-701077,Electronics,Marketplace,3,367.26
2024-10-29,SO-701078,Apparel,Marketplace,3,239.13
2024-10-29,SO-701079,Apparel,Marketplace,1,31.77
2024-10-29,SO-701080,Electronics,Marketplace,4,50.84
2024-10-29,SO-701081,Outdoor,Web,3,196.71
2024-10-29,SO-701082,Apparel,Web,2,100.48
2024-10-29,SO-701083,Apparel,Retail,3,219.66
2024-10-29,SO-701084,Home,Web,5,213.25
2024-10-29,SO-701085,Electronics,Web,-3,-295.44
2024-10-29,SO-701086,Apparel,Web,5,491.4
2024-10-30,SO-701087,Home,Marketplace,3,467.07
2024-10-30,SO-701088,Apparel,Web,4,254.76
2024-10-30,SO-701089,Home,Retail,5,844.45
2024-10-30,SO-701090,Home,Web,4,446.16
2024-10-30,SO-701091,Electronics,Marketplace,3,240.96
2024-10-30,SO-701092,Electronics,Web,3,265.53
2024-10-31,SO-701093,Apparel,Marketplace,3,187.77
2024-10-31,SO-701094,Home,Web,1,92.9
2024-10-31,SO-701095,Home,Retail,3,314.97
2024-10-31,SO-701096,Outdoor,Web,-3,-375.33
2024-10-31,SO-701097,Apparel,Marketplace,2,145.08
2024-10-31,SO-701098,Electronics,Web,3,67.56
2024-10-31,SO-701099,Outdoor,Retail,2,213.92
2024-11-01,SO-701100,Home,Marketplace,2,54.06
2024-11-01,SO-701101,Electronics,Marketplace,5,714.9
2024-11-01,SO-701102,Home,Marketplace,3,362.07
2024-11-01,SO-701103,Apparel,Retail,1,48.81
2024-11-01,SO-701104,Apparel,Web,1,104.86
2024-11-01,SO-701105,Electronics,Web,4,324.48
2024-11-01,SO-701106,Electronics,Marketplace,3,71.61
2024-11-02,SO-701107,Apparel,Web,5,288.1
2024-11-02,SO-701108,Home,Web,1,60.09
2024-11-02,SO-701109,Electronics,Web,1,47.11
2024-11-02,SO-701110,Electronics,Web,2,40.26
2024-11-02,SO-701111,Home,Marketplace,5,248.5
2024-11-02,SO-701112,Apparel,Web,2,38.72
2024-11-03,SO-701113,Home,Web,1,58.14
2024-11-03,SO-701114,Apparel,Marketplace,1,63.23
2024-11-03,SO-701115,Outdoor,Marketplace,4,355.12
2024-11-03,SO-701116,Apparel,Retail,2,52.76
2024-11-03,SO-701117,Apparel,Marketplace,5,415.7
2024-11-03,SO-701118,Electronics,Web,4,89.64
2024-11-04,SO-701119,Apparel,Marketplace,4,407.12
2024-11-04,SO-701120,Apparel,Web,1,16.42
2024-11-04,SO-701121,Outdoor,Marketplace,-4,-259.4
2024-11-04,SO-701122,Home,Marketplace,5,286.7
2024-11-04,SO-701123,Outdoor,Web,4,118.6
2024-11-04,SO-701124,Apparel,Marketplace,5,357.6
2024-11-04,SO-701125,Electronics,Web,1,106.86
2024-11-04,SO-701126,Electronics,Marketplace,-5,-746.25
2024-11-04,SO-701127,Apparel,Marketplace,2,120.38
2024-11-05,SO-701128,Electronics,Web,-5,-262.7
2024-11-05,SO-701129,Apparel,Retail,5,361.6
2024-11-05,SO-701130,Electronics,Retail,2,136.48
2024-11-05,SO-701131,Home,Web,3,147.54
2024-11-05,SO-701132,Home,Web,-3,-169.35
2024-11-05,SO-701133,Home,Retail,2,68.32
2024-11-05,SO-701134,Home,Web,-1,-75.54
2024-11-06,SO-701135,Apparel,Web,4,306.12
2024-11-06,SO-701136,Apparel,Web,2,131.72
2024-11-06,SO-701137,Apparel,Marketplace,5,257.95
2024-11-06,SO-701138,Apparel,Web,4,222.36
2024-11-06,SO-701139,Apparel,Marketplace,2,124.68
2024-11-06,SO-701140,Apparel,Web,3,249.45
2024-11-06,SO-701141,Apparel,Web,1,57.52
2024-11-07,SO-701142,Electronics,Web,-2,-225.62
2024-11-07,SO-701143,Outdoor,Marketplace,3,619.17
2024-11-07,SO-701144,Outdoor,Web,3,193.2
2024-11-07,SO-701145,Electronics,Web,3,229.08
2024-11-07,SO-701146,Apparel,Retail,4,176.8
2024-11-07,SO-701147,Outdoor,Web,1,12.86
2024-11-08,SO-701148,Home,Web,5,585.95
2024-11-08,SO-701149,Apparel,Web,3,567.21
2024-11-08,SO-701150,Apparel,Marketplace,-5,-253.45
2024-11-08,SO-701151,Home,Retail,1,97.06
2024-11-08,SO-701152,Outdoor,Web,2,106.74
2024-11-09,SO-701153,Outdoor,Web,3,64.92
2024-11-09,SO-701154,Home,Web,5,364.05
2024-11-09,SO-701155,Home,Marketplace,3,128.79
2024-11-09,SO-701156,Electronics,Web,3,402.63
2024-11-09,SO-701157,Electronics,Web,2,114.94
2024-11-10,SO-701158,Electronics,Retail,3,34.35
2024-11-10,SO-701159,Apparel,Web,2,64.3
2024-11-10,SO-701160,Apparel,Retail,1,81.45
2024-11-10,SO-701161,Outdoor,Web,4,373.0
2024-11-10,SO-701162,Apparel,Web,5,304.25
2024-11-10,SO-701163,Electronics,Web,1,83.41
2024-11-11,SO-701164,Apparel,Web,2,90.02
2024-11-11,SO-701165,Electronics,Web,4,553.4
2024-11-11,SO-701166,Home,Web,2,109.64
2024-11-11,SO-701167,Home,Web,5,219.35
2024-11-11,SO-701168,Electronics,Web,5,441.9
2024-11-11,SO-701169,Apparel,Web,2,172.14
2024-11-11,SO-701170,Electronics,Web,1,127.97
2024-11-11,SO-701171,Home,Web,2,200.46
2024-11-11,SO-701172,Home,Web,3,172.11
2024-11-11,SO-701173,Electronics,Marketplace,1,77.7
2024-11-11,SO-701174,Home,Web,4,188.68
2024-11-11,SO-701175,Electronics,Marketplace,5,240.6
2024-11-11,SO-701176,Outdoor,Marketplace,-5,-147.95
2024-11-11,SO-701177,Home,Marketplace,3,336.06
2024-11-12,SO-701178,Electronics,Web,4,149.0
2024-11-12,SO-701179,Electronics,Web,3,52.92
2024-11-12,SO-701180,Home,Marketplace,5,621.05
2024-11-12,SO-701181,Apparel,Web,4,220.6
2024-11-12,SO-701182,Home,Retail,5,554.05
2024-11-12,SO-701183,Outdoor,Marketplace,2,163.3
2024-11-12,SO-701184,Apparel,Retail,3,471.96
2024-11-12,SO-701185,Home,Marketplace,4,223.68
2024-11-12,SO-701186,Electronics,Marketplace,4,270.08
2024-11-13,SO-701187,Apparel,Web,4,130.48
2024-11-13,SO-701188,Outdoor,Marketplace,1,42.35
2024-11-13,SO-701189,Home,Web,4,278.36
2024-11-13,SO-701190,Home,Web,1,54.63
2024-11-13,SO-701191,Electronics,Web,2,237.68
2024-11-13,SO-701192,Apparel,Web,2,173.52
2024-11-14,SO-701193,Apparel,Retail,1,60.79
2024-11-14,SO-701194,Outdoor,Web,4,287.76
2024-11-14,SO-701195,Outdoor,Retail,1,67.8
2024-11-14,SO-701196,Electronics,Web,3,490.86
2024-11-14,SO-701197,Home,Web,1,32.21
2024-11-14,SO-701198,Apparel,Web,1,91.21
2024-11-15,SO-701199,Outdoor,Retail,4,176.16
2024-11-15,SO-701200,Outdoor,Marketplace,2,364.8
2024-11-15,SO-701201,Apparel,Marketplace,3,107.49
2024-11-15,SO-701202,Home,Web,2,125.18
2024-11-15,SO-701203,Apparel,Retail,4,352.56
2024-11-15,SO-701204,Home,Web,4,608.04
2024-11-15,SO-701205,Outdoor,Web,2,169.96
2024-11-15,SO-701206,Home,Marketplace,3,75.12
2024-11-15,SO-701207,Home,Web,2,137.48
2024-11-15,SO-701208,Electronics,Retail,1,41.13
2024-11-15,SO-701209,Home,Retail,5,368.4
2024-11-15,SO-701210,Electronics,Marketplace,5,539.45
2024-11-15,SO-701211,Electronics,Web,5,127.45
2024-11-15,SO-701212,Apparel,Web,1,138.59
2024-11-16,SO-701213,Outdoor,Web,3,351.81
2024-11-16,SO-701214,Electronics,Marketplace,5,91.5
2024-11-16,SO-701215,Electronics,Marketplace,1,59.53
2024-11-16,SO-701216,Home,Web,4,572.24
2024-11-16,SO-701217,Apparel,Retail,5,159.6
2024-11-16,SO-701218,Home,Web,1,47.24
2024-11-16,SO-701219,Apparel,Marketplace,1,38.77
2024-11-16,SO-701220,Electronics,Web,1,117.03
2024-11-16,SO-701221,Outdoor,Web,3,94.2
2024-11-17,SO-701222,Apparel,Web,4,167.72
2024-11-17,SO-701223,Outdoor,Marketplace,4,308.04
2024-11-17,SO-701224,Home,Marketplace,4,289.68
2024-11-17,SO-701225,Apparel,Web,1,92.81
2024-11-17,SO-701226,Apparel,Retail,5,551.2
2024-11-17,SO-701227,Electronics,Marketplace,2,72.9
2024-11-17,SO-701228,Apparel,Marketplace,1,36.87
2024-11-18,SO-701229,Home,Web,4,160.2
2024-11-18,SO-701230,Electronics,Web,2,123.0
2024-11-18,SO-701231,Home,Web,4,171.56
2024-11-18,SO-701232,Outdoor,Retail,1,83.96
2024-11-18,SO-701233,Apparel,Marketplace,3,95.46
2024-11-18,SO-701234,Electronics,Retail,3,140.01
2024-11-18,SO-701235,Apparel,Web,4,223.88
2024-11-18,SO-701236,Home,Retail,3,209.04
2024-11-18,SO-701237,Home,Retail,1,71.42
2024-11-19,SO-701238,Home,Web,5,368.85
2024-11-19,SO-701239,Outdoor,Marketplace,2,31.6
2024-11-19,SO-701240,Apparel,Web,1,102.81
2024-11-19,SO-701241,Electronics,Marketplace,1,47.35
2024-11-19,SO-701242,Home,Web,-3,-126.39
2024-11-19,SO-701243,Electronics,Retail,1,53.67
2024-11-20,SO-701244,Home,Web,-2,-154.36
2024-11-20,SO-701245,Outdoor,Web,3,182.28
2024-11-20,SO-701246,Home,Web,2,222.32
2024-11-20,SO-701247,Apparel,Web,1,53.2
2024-11-20,SO-701248,Electronics,Web,2,56.5
2024-11-21,SO-701249,Outdoor,Web,2,39.76
2024-11-21,SO-701250,Apparel,Marketplace,5,203.15
2024-11-21,SO-701251,Electronics,Marketplace,3,175.95
2024-11-21,SO-701252,Apparel,Web,-4,-431.56
2024-11-21,SO-701253,Apparel,Web,1,96.31
2024-11-21,SO-701254,Apparel,Marketplace,3,195.36
2024-11-21,SO-701255,Apparel,Web,4,825.28
2024-11-21,SO-701256,Outdoor,Web,5,411.2
2024-11-21,SO-701257,Apparel,Marketplace,1,50.16
2024-11-21,SO-701258,Outdoor,Web,4,377.0
2024-11-21,SO-701259,Home,Marketplace,3,287.94
2024-11-22,SO-701260,Apparel,Marketplace,5,240.0
2024-11-22,SO-701261,Apparel,Web,4,296.48
2024-11-22,SO-701262,Home,Marketplace,2,236.54
2024-11-22,SO-701263,Home,Web,1,79.27
2024-11-22,SO-701264,Outdoor,Web,4,270.12
2024-11-22,SO-701265,Apparel,Web,-3,-299.88
2024-11-22,SO-701266,Apparel,Marketplace,5,254.95
2024-11-22,SO-701267,Home,Marketplace,4,531.48
2024-11-22,SO-701268,Electronics,Web,4,316.12
2024-11-23,SO-701269,Apparel,Web,1,28.47
2024-11-23,SO-701270,Electronics,Web,5,625.45
2024-11-23,SO-701271,Home,Web,1,100.15
2024-11-23,SO-701272,Apparel,Retail,4,416.76
2024-11-23,SO-701273,Home,Web,4,379.0
2024-11-24,SO-701274,Home,Marketplace,-2,-48.96
2024-11-24,SO-701275,Home,Web,5,261.2
2024-11-24,SO-701276,Outdoor,Marketplace,-2,-180.06
2024-11-24,SO-701277,Apparel,Web,4,150.92
2024-11-24,SO-701278,Home,Web,4,344.64
2024-11-24,SO-701279,Home,Retail,1,74.96
2024-11-25,SO-701280,Apparel,Retail,5,607.15
2024-11-25,SO-701281,Apparel,Web,-4,-208.6
2024-11-25,SO-701282,Electronics,Marketplace,-2,-263.64
2024-11-25,SO-701283,Outdoor,Marketplace,4,299.12
2024-11-25,SO-701284,Outdoor,Marketplace,2,113.42
2024-11-25,SO-701285,Outdoor,Web,4,386.6
2024-11-25,SO-701286,Electronics,Web,1,50.62
2024-11-25,SO-701287,Home,Web,4,66.72
2024-11-25,SO-701288,Home,Retail,3,142.26
2024-11-25,SO-701289,Apparel,Web,2,79.62
2024-11-26,SO-701290,Home,Marketplace,4,45.0
2024-11-26,SO-701291,Electronics,Marketplace,5,233.85
2024-11-26,SO-701292,Outdoor,Web,2,75.7
2024-11-26,SO-701293,Outdoor,Web,3,141.3
2024-11-26,SO-701294,Electronics,Web,4,263.0
2024-11-26,SO-701295,Outdoor,Retail,1,29.72
2024-11-27,SO-701296,Outdoor,Web,-1,-13.3
2024-11-27,SO-701297,Outdoor,Web,2,239.1
2024-11-27,SO-701298,Electronics,Web,4,288.2
2024-11-27,SO-701299,Home,Web,-4,-300.4
2024-11-27,SO-701300,Electronics,Retail,2,172.02
2024-11-27,SO-701301,Apparel,Web,-1,-117.81
2024-11-27,SO-701302,Home,Retail,4,242.2
2024-11-27,SO-701303,Electronics,Marketplace,1,56.34
2024-11-28,SO-701304,Outdoor,Retail,4,184.16
2024-11-28,SO-701305,Electronics,Marketplace,5,283.4
2024-11-28,SO-701306,Home,Marketplace,2,49.96
2024-11-28,SO-701307,Electronics,Web,3,164.46
2024-11-29,SO-701308,Outdoor,Web,4,373.08
2024-11-29,SO-701309,Apparel,Web,2,265.04
2024-11-29,SO-701310,Home,Marketplace,4,170.64
2024-11-29,SO-701311,Outdoor,Marketplace,3,286.29
2024-11-29,SO-701312,Electronics,Web,5,329.85
2024-11-29,SO-701313,Apparel,Web,3,121.98
2024-11-30,SO-701314,Apparel,Marketplace,2,844.08
2024-11-30,SO-701315,Home,Marketplace,2,473.54
2024-11-30,SO-701316,Home,Marketplace,2,107.74
2024-11-30,SO-701317,Home,Marketplace,4,109.4
2024-11-30,SO-701318,Home,Retail,2,160.86
2024-11-30,SO-701319,Home,Web,3,423.63
2024-11-30,SO-701320,Outdoor,Web,4,90.96
2024-11-30,SO-701321,Home,Marketplace,5,194.35
2024-11-30,SO-701322,Apparel,Web,1,27.58
2024-11-30,SO-701323,Outdoor,Web,1,110.96
2024-11-30,SO-701324,Home,Web,5,265.65
2024-11-30,SO-701325,Electronics,Marketplace,2,177.66
2024-12-01,SO-701326,Home,Marketplace,2,112.28
2024-12-01,SO-701327,Home,Web,3,147.93
2024-12-01,SO-701328,Apparel,Web,5,242.6
2024-12-01,SO-701329,Home,Web,4,163.04
2024-12-01,SO-701330,Home,Marketplace,4,528.04
2024-12-01,SO-701331,Home,Marketplace,1,37.58
2024-12-01,SO-701332,Electronics,Marketplace,5,400.2
2024-12-01,SO-701333,Home,Web,3,306.9
2024-12-02,SO-701334,Apparel,Retail,5,279.45
2024-12-02,SO-701335,Apparel,Retail,3,119.43
2024-12-02,SO-701336,Home,Web,5,152.95
2024-12-02,SO-701337,Apparel,Marketplace,1,26.82
2024-12-02,SO-701338,Home,Retail,3,287.4
2024-12-02,SO-701339,Outdoor,Marketplace,5,258.15
2024-12-02,SO-701340,Apparel,Web,3,84.99
2024-12-02,SO-701341,Apparel,Web,5,253.4
2024-12-02,SO-701342,Apparel,Web,2,101.0
2024-12-03,SO-701343,Home,Retail,1,153.6
2024-12-03,SO-701344,Apparel,Web,5,219.6
2024-12-03,SO-701345,Home,Marketplace,3,138.84
2024-12-03,SO-701346,Electronics,Marketplace,-4,-208.28
2024-12-03,SO-701347,Home,Marketplace,5,308.3
2024-12-03,SO-701348,Outdoor,Web,-5,-469.25
2024-12-03,SO-701349,Home,Web,4,329.72
2024-12-03,SO-701350,Apparel,Web,3,209.25
2024-12-03,SO-701351,Outdoor,Marketplace,1,75.65
2024-12-04,SO-701352,Home,Retail,4,346.16
2024-12-04,SO-701353,Electronics,Marketplace,-2,-127.1
2024-12-04,SO-701354,Outdoor,Web,4,303.76
2024-12-04,SO-701355,Outdoor,Web,5,84.6
2024-12-04,SO-701356,Home,Web,2,173.42
2024-12-05,SO-701357,Apparel,Web,3,196.5
2024-12-05,SO-701358,Electronics,Web,5,200.2
2024-12-05,SO-701359,Apparel,Web,1,64.22
2024-12-05,SO-701360,Apparel,Web,5,234.95
2024-12-05,SO-701361,Home,Web,4,399.72
2024-12-05,SO-701362,Electronics,Marketplace,1,39.4
2024-12-05,SO-701363,Electronics,Marketplace,4,275.48
2024-12-06,SO-701364,Apparel,Web,4,282.04
2024-12-06,SO-701365,Home,Marketplace,1,60.59
2024-12-06,SO-701366,Apparel,Marketplace,2,112.04
2024-12-06,SO-701367,Home,Web,2,28.94
2024-12-06,SO-701368,Home,Web,3,358.65
2024-12-06,SO-701369,Electronics,Web,2,163.8
2024-12-06,SO-701370,Outdoor,Web,3,185.91
2024-12-07,SO-701371,Electronics,Retail,-2,-41.64
2024-12-07,SO-701372,Electronics,Web,3,204.24
2024-12-07,SO-701373,Electronics,Web,1,44.45
2024-12-07,SO-701374,Apparel,Retail,1,70.79
2024-12-07,SO-701375,Electronics,Web,3,144.81
2024-12-07,SO-701376,Apparel,Web,5,558.2
2024-12-07,SO-701377,Apparel,Marketplace,1,53.91
2024-12-07,SO-701378,Home,Web,4,141.48
2024-12-07,SO-701379,Apparel,Marketplace,5,900.8
2024-12-08,SO-701380,Electronics,Web,4,424.64
2024-12-08,SO-701381,Electronics,Marketplace,3,366.99
2024-12-08,SO-701382,Home,Web,4,200.64
2024-12-08,SO-701383,Apparel,Marketplace,4,68.08
2024-12-08,SO-701384,Outdoor,Retail,-1,-123.86
2024-12-08,SO-701385,Home,Web,2,257.12
2024-12-08,SO-701386,Home,Web,1,42.4
2024-12-09,SO-701387,Home,Web,1,39.26
2024-12-09,SO-701388,Apparel,Web,4,111.84
2024-12-09,SO-701389,Home,Web,5,411.8
2024-12-09,SO-701390,Electronics,Marketplace,5,423.4
2024-12-09,SO-701391,Apparel,Web,-1,-12.84
2024-12-09,SO-701392,Outdoor,Retail,1,37.53
2024-12-09,SO-701393,Home,Marketplace,3,299.31
2024-12-09,SO-701394,Apparel,Marketplace,1,57.53
2024-12-09,SO-701395,Apparel,Web,-4,-150.48
2024-12-09,SO-701396,Apparel,Marketplace,4,167.16
2024-12-10,SO-701397,Home,Retail,-4,-215.04
2024-12-10,SO-701398,Electronics,Web,4,229.72
2024-12-10,SO-701399,Home,Web,5,76.1
2024-12-10,SO-701400,Electronics,Marketplace,-1,-83.11
2024-12-10,SO-701401,Apparel,Web,3,308.94
2024-12-10,SO-701402,Apparel,Web,4,183.92
2024-12-10,SO-701403,Home,Marketplace,3,82.56
2024-12-10,SO-701404,Apparel,Marketplace,3,36.24
2024-12-10,SO-701405,Outdoor,Web,2,139.46
2024-12-11,SO-701406,Electronics,Web,2,345.38
2024-12-11,SO-701407,Outdoor,Web,1,64.38
2024-12-11,SO-701408,Electronics,Web,5,378.6
2024-12-11,SO-701409,Apparel,Marketplace,2,152.96
2024-12-11,SO-701410,Home,Retail,1,123.82
2024-12-11,SO-701411,Apparel,Web,5,604.9
2024-12-11,SO-701412,Apparel,Marketplace,5,71.8
2024-12-12,SO-701413,Electronics,Retail,-3,-28.41
2024-12-12,SO-701414,Home,Web,5,123.8
2024-12-12,SO-701415,Home,Web,1,45.77
2024-12-12,SO-701416,Home,Marketplace,4,145.32
2024-12-12,SO-701417,Home,Web,1,38.32
2024-12-12,SO-701418,Apparel,Marketplace,-5,-181.2
2024-12-12,SO-701419,Apparel,Marketplace,5,602.65
2024-12-12,SO-701420,Apparel,Web,5,267.1
2024-12-12,SO-701421,Apparel,Web,2,50.9
2024-12-12,SO-701422,Outdoor,Marketplace,4,643.76
2024-12-13,SO-701423,Home,Retail,1,16.25
2024-12-13,SO-701424,Home,Web,3,333.21
2024-12-13,SO-701425,Electronics,Web,2,416.62
2024-12-13,SO-701426,Outdoor,Marketplace,1,90.75
2024-12-13,SO-701427,Apparel,Marketplace,4,412.08
2024-12-13,SO-701428,Home,Web,2,214.84
2024-12-13,SO-701429,Home,Web,1,23.66
2024-12-13,SO-701430,Outdoor,Marketplace,3,461.97
2024-12-13,SO-701431,Outdoor,Web,5,447.6
2024-12-13,SO-701432,Apparel,Marketplace,4,225.44
2024-12-14,SO-701433,Home,Web,-5,-114.1
2024-12-14,SO-701434,Electronics,Marketplace,4,509.76
2024-12-14,SO-701435,Outdoor,Web,2,157.66
2024-12-14,SO-701436,Apparel,Retail,2,203.56
2024-12-14,SO-701437,Electronics,Web,4,411.32
2024-12-14,SO-701438,Electronics,Marketplace,3,148.86
2024-12-14,SO-701439,Outdoor,Web,4,194.28
2024-12-14,SO-701440,Apparel,Retail,1,111.48
2024-12-14,SO-701441,Apparel,Marketplace,5,319.35
2024-12-14,SO-701442,Electronics,Web,5,318.15
2024-12-15,SO-701443,Apparel,Marketplace,1,39.36
2024-12-15,SO-701444,Electronics,Retail,-3,-251.43
2024-12-15,SO-701445,Apparel,Web,1,68.71
2024-12-15,SO-701446,Electronics,Web,2,58.36
2024-12-15,SO-701447,Outdoor,Marketplace,2,154.92
2024-12-15,SO-701448,Home,Web,5,313.35
2024-12-16,SO-701449,Apparel,Web,5,504.85
2024-12-16,SO-701450,Home,Marketplace,2,220.9
2024-12-16,SO-701451,Apparel,Web,3,46.35
2024-12-16,SO-701452,Outdoor,Web,3,78.81
2024-12-16,SO-701453,Apparel,Web,5,344.2
2024-12-16,SO-701454,Home,Web,2,79.54
2024-12-16,SO-701455,Apparel,Retail,5,232.85
2024-12-16,SO-701456,Home,Marketplace,3,193.65
2024-12-16,SO-701457,Electronics,Marketplace,2,234.02
2024-12-16,SO-701458,Apparel,Web,5,203.6
2024-12-16,SO-701459,Apparel,Web,3,260.34
2024-12-17,SO-701460,Home,Retail,3,397.92
2024-12-17,SO-701461,Apparel,Marketplace,4,272.68
2024-12-17,SO-701462,Electronics,Marketplace,2,143.0
2024-12-17,SO-701463,Home,Web,1,73.03
2024-12-17,SO-701464,Apparel,Web,2,218.52
2024-12-17,SO-701465,Apparel,Web,4,303.32
2024-12-17,SO-701466,Apparel,Web,2,186.92
2024-12-17,SO-701467,Home,Web,4,161.92
2024-12-18,SO-701468,Electronics,Marketplace,2,294.32
2024-12-18,SO-701469,Home,Marketplace,1,49.36
2024-12-18,SO-701470,Apparel,Web,4,75.8
2024-12-18,SO-701471,Home,Web,5,146.3
2024-12-18,SO-701472,Home,Web,1,119.92
2024-12-18,SO-701473,Apparel,Marketplace,1,22.32
2024-12-19,SO-701474,Electronics,Retail,4,612.48
2024-12-19,SO-701475,Home,Web,4,208.76
2024-12-19,SO-701476,Electronics,Web,5,473.8
2024-12-19,SO-701477,Apparel,Marketplace,4,315.68
2024-12-19,SO-701478,Outdoor,Web,1,48.89
2024-12-19,SO-701479,Apparel,Web,3,236.25
2024-12-19,SO-701480,Home,Web,2,94.52
2024-12-19,SO-701481,Home,Marketplace,-3,-77.67
2024-12-19,SO-701482,Home,Web,-2,-241.72
2024-12-19,SO-701483,Home,Web,4,491.28
2024-12-19,SO-701484,Outdoor,Web,4,125.04
2024-12-19,SO-701485,Apparel,Retail,2,160.5
2024-12-19,SO-701486,Outdoor,Marketplace,5,175.3
2024-12-19,SO-701487,Outdoor,Retail,4,274.6
2024-12-19,SO-701488,Apparel,Web,2,156.86
2024-12-20,SO-701489,Home,Marketplace,5,488.1
2024-12-20,SO-701490,Electronics,Retail,1,110.75
2024-12-20,SO-701491,Electronics,Web,4,275.76
2024-12-20,SO-701492,Outdoor,Web,-4,-372.0
2024-12-20,SO-701493,Outdoor,Web,-4,-247.6
2024-12-20,SO-701494,Apparel,Retail,2,82.14
2024-12-20,SO-701495,Home,Marketplace,5,165.65
2024-12-20,SO-701496,Home,Web,1,67.05
2024-12-21,SO-701497,Electronics,Web,2,137.7
2024-12-21,SO-701498,Apparel,Web,2,144.9
2024-12-21,SO-701499,Electronics,Web,3,248.82
2024-12-22,SO-701500,Home,Web,4,327.6
2024-12-22,SO-701501,Apparel,Web,-5,-363.25
2024-12-22,SO-701502,Home,Marketplace,5,304.35
2024-12-22,SO-701503,Apparel,Web,3,180.42
2024-12-22,SO-701504,Electronics,Web,2,147.96
2024-12-22,SO-701505,Home,Web,2,99.24
